GID	GO_ONTOLOGY	GO_ID	GO_TERM_NAME	GO_EVIDENCE_CODE
CNAG_02445	Molecular Function	GO:0000287	magnesium ion binding	IEA
CNAG_02445	Molecular Function	GO:0004610	phosphoacetylglucosamine mutase activity	IEA
CNAG_02445	Biological Process	GO:0005975	carbohydrate metabolic process	IEA
CNAG_02445	Biological Process	GO:0006048	UDP-N-acetylglucosamine biosynthetic process	IEA
CNAG_02445	Molecular Function	GO:0016868	"intramolecular transferase activity, phosphotransferases"	IEA
CNAG_02445	Biological Process	GO:0071704	organic substance metabolic process	IEA
CNAG_02449	Molecular Function	GO:0003824	catalytic activity	IEA
CNAG_02449	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_02449	Molecular Function	GO:0016874	ligase activity	IEA
CNAG_02453	Biological Process	GO:0034599	cellular response to oxidative stress	HMP
CNAG_02453	Biological Process	GO:0070301	cellular response to hydrogen peroxide	HMP
CNAG_02453	Biological Process	GO:0071276	cellular response to cadmium ion	HMP
CNAG_02453	Biological Process	GO:1905182	positive regulation of urease activity	HMP
CNAG_02454	Biological Process	GO:0000493	box H/ACA snoRNP assembly	IEA
CNAG_02454	Biological Process	GO:0001522	pseudouridine synthesis	IEA
CNAG_02454	Molecular Function	GO:0003723	RNA binding	IEA
CNAG_02454	Cellular Component	GO:0005634	nucleus	IEA
CNAG_02454	Cellular Component	GO:0005732	sno(s)RNA-containing ribonucleoprotein complex	IEA
CNAG_02454	Cellular Component	GO:0019013	viral nucleocapsid	IEA
CNAG_02454	Biological Process	GO:0042254	ribosome biogenesis	IEA
CNAG_02455	Cellular Component	GO:0016020	membrane	IEA
CNAG_02455	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_02455	Molecular Function	GO:0022857	transmembrane transporter activity	IEA
CNAG_02455	Biological Process	GO:0055085	transmembrane transport	IEA
CNAG_02457	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_02457	Biological Process	GO:0006606	protein import into nucleus	IEA
CNAG_02457	Biological Process	GO:0006886	intracellular protein transport	IEA
CNAG_02457	Molecular Function	GO:0008536	Ran GTPase binding	IEA
CNAG_02458	Biological Process	GO:0007165	signal transduction	IEA
CNAG_02458	Biological Process	GO:0035556	intracellular signal transduction	IEA
CNAG_02459	Molecular Function	GO:0016301	kinase activity	IEA
CNAG_02460	Molecular Function	GO:0004109	coproporphyrinogen oxidase activity	IEA
CNAG_02460	Biological Process	GO:0006779	porphyrin-containing compound biosynthetic process	IEA
CNAG_02460	Biological Process	GO:0006782	protoporphyrinogen IX biosynthetic process	IEA
CNAG_02460	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_02464	Molecular Function	GO:0003824	catalytic activity	IEA
CNAG_02464	Molecular Function	GO:0016787	hydrolase activity	IEA
CNAG_02465	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_02465	Molecular Function	GO:0022857	transmembrane transporter activity	IEA
CNAG_02465	Biological Process	GO:0055085	transmembrane transport	IEA
CNAG_02466	Molecular Function	GO:0000981	"DNA-binding transcription factor activity, RNA polymerase II-specific"	IEA
CNAG_02466	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_02466	Cellular Component	GO:0005634	nucleus	IEA
CNAG_02466	Biological Process	GO:0006351	"transcription, DNA-templated"	IEA
CNAG_02466	Biological Process	GO:0006355	"regulation of transcription, DNA-templated"	IEA
CNAG_02466	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_02466	Cellular Component	GO:0042025	host cell nucleus	IEA
CNAG_02467	Cellular Component	GO:0005634	nucleus	IEA
CNAG_02467	Biological Process	GO:0006281	DNA repair	IEA
CNAG_02467	Biological Process	GO:0016226	iron-sulfur cluster assembly	IEA
CNAG_02467	Cellular Component	GO:0097361	CIA complex	IEA
CNAG_02467	Biological Process	GO:0097428	protein maturation by iron-sulfur cluster transfer	IEA
CNAG_02468	Cellular Component	GO:0005794	Golgi apparatus	IEA
CNAG_02468	Biological Process	GO:0006886	intracellular protein transport	IEA
CNAG_02468	Biological Process	GO:0015031	protein transport	IEA
CNAG_02468	Biological Process	GO:0016192	vesicle-mediated transport	IEA
CNAG_02468	Cellular Component	GO:0030117	membrane coat	IEA
CNAG_02468	Cellular Component	GO:0030123	AP-3 adaptor complex	IEA
CNAG_02470	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_02470	Molecular Function	GO:0016787	hydrolase activity	IEA
CNAG_02470	Biological Process	GO:0034605	cellular response to heat	HMP
CNAG_02470	Biological Process	GO:1904577	cellular response to tunicamycin	HMP
CNAG_02471	Molecular Function	GO:0003743	translation initiation factor activity	IEA
CNAG_02471	Biological Process	GO:0006413	translational initiation	IEA
CNAG_02472	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_02475	Molecular Function	GO:0004497	monooxygenase activity	IEA
CNAG_02475	Biological Process	GO:0072721	cellular response to dithiothreitol	HMP
CNAG_02476	Molecular Function	GO:0000981	"DNA-binding transcription factor activity, RNA polymerase II-specific"	IEA
CNAG_02476	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_02476	Cellular Component	GO:0005634	nucleus	IEA
CNAG_02476	Biological Process	GO:0006351	"transcription, DNA-templated"	IEA
CNAG_02476	Biological Process	GO:0006355	"regulation of transcription, DNA-templated"	IEA
CNAG_02476	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_02476	Cellular Component	GO:0042025	host cell nucleus	IEA
CNAG_02477	Molecular Function	GO:0005515	protein binding	IEA
CNAG_02478	Molecular Function	GO:0016491	oxidoreductase activity	IEA
CNAG_02478	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_02479	Cellular Component	GO:0016020	membrane	IEA
CNAG_02479	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_02479	Molecular Function	GO:0022857	transmembrane transporter activity	IEA
CNAG_02479	Biological Process	GO:0055085	transmembrane transport	IEA
CNAG_02480	Biological Process	GO:0000077	DNA damage checkpoint signaling	IEA
CNAG_02480	Cellular Component	GO:0030896	checkpoint clamp complex	IEA
CNAG_02481	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_02481	Molecular Function	GO:0016409	palmitoyltransferase activity	IEA
CNAG_02481	Molecular Function	GO:0019706	protein-cysteine S-palmitoyltransferase activity	IEA
CNAG_02482	Molecular Function	GO:0003743	translation initiation factor activity	IEA
CNAG_02482	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_02482	Cellular Component	GO:0005840	ribosome	IEA
CNAG_02482	Biological Process	GO:0006413	translational initiation	IEA
CNAG_02483	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_02484	Biological Process	GO:0000413	protein peptidyl-prolyl isomerization	IEA
CNAG_02484	Molecular Function	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	IEA
CNAG_02485	Biological Process	GO:0015986	ATP synthesis coupled proton transport	IEA
CNAG_02485	Cellular Component	GO:0045261	"proton-transporting ATP synthase complex, catalytic core F(1)"	IEA
CNAG_02485	Molecular Function	GO:0046933	"proton-transporting ATP synthase activity, rotational mechanism"	IEA
CNAG_02486	Molecular Function	GO:0003743	translation initiation factor activity	IEA
CNAG_02486	Biological Process	GO:0006413	translational initiation	IEA
CNAG_02487	Cellular Component	GO:0005789	endoplasmic reticulum membrane	IEA
CNAG_02487	Biological Process	GO:0006633	fatty acid biosynthetic process	IEA
CNAG_02487	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_02487	Biological Process	GO:0034599	cellular response to oxidative stress	HMP
CNAG_02487	Biological Process	GO:0034605	cellular response to heat	HMP
CNAG_02487	Biological Process	GO:0070301	cellular response to hydrogen peroxide	HMP
CNAG_02487	Biological Process	GO:0071236	cellular response to antibiotic	HMP
CNAG_02487	Biological Process	GO:0071276	cellular response to cadmium ion	HMP
CNAG_02487	Biological Process	GO:0071472	cellular response to salt stress	HMP
CNAG_02487	Biological Process	GO:0072707	cellular response to sodium dodecyl sulfate	HMP
CNAG_02487	Biological Process	GO:0072711	cellular response to hydroxyurea	HMP
CNAG_02487	Biological Process	GO:0072721	cellular response to dithiothreitol	HMP
CNAG_02487	Biological Process	GO:0072736	cellular response to tert-butyl hydroperoxide	HMP
CNAG_02487	Biological Process	GO:0072738	cellular response to diamide	HMP
CNAG_02487	Molecular Function	GO:0102158	very-long-chain 3-hydroxyacyl-CoA dehydratase activity	IEA
CNAG_02487	Molecular Function	GO:0102343	3-hydroxy-arachidoyl-CoA dehydratase activity	IEA
CNAG_02487	Molecular Function	GO:0102344	3-hydroxy-behenoyl-CoA dehydratase activity	IEA
CNAG_02487	Molecular Function	GO:0102345	3-hydroxy-lignoceroyl-CoA dehydratase activity	IEA
CNAG_02487	Biological Process	GO:1901914	negative regulation of capsule organization	HMP
CNAG_02488	Molecular Function	GO:0003824	catalytic activity	IEA
CNAG_02488	Biological Process	GO:0009058	biosynthetic process	IEA
CNAG_02488	Molecular Function	GO:0016742	"hydroxymethyl-, formyl- and related transferase activity"	IEA
CNAG_02489	Molecular Function	GO:0016491	oxidoreductase activity	IEA
CNAG_02489	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_02490	Molecular Function	GO:0004519	endonuclease activity	IEA
CNAG_02490	Cellular Component	GO:0005634	nucleus	IEA
CNAG_02490	Biological Process	GO:0006302	double-strand break repair	IEA
CNAG_02490	Molecular Function	GO:0008408	3'-5' exonuclease activity	IEA
CNAG_02490	Molecular Function	GO:0016787	hydrolase activity	IEA
CNAG_02490	Molecular Function	GO:0030145	manganese ion binding	IEA
CNAG_02490	Cellular Component	GO:0030870	Mre11 complex	IEA
CNAG_02490	Biological Process	GO:0034599	cellular response to oxidative stress	HMP
CNAG_02490	Biological Process	GO:0034605	cellular response to heat	HMP
CNAG_02490	Biological Process	GO:0048023	positive regulation of melanin biosynthetic process	HMP
CNAG_02490	Biological Process	GO:0051321	meiotic cell cycle	IEA
CNAG_02490	Biological Process	GO:0070301	cellular response to hydrogen peroxide	HMP
CNAG_02490	Biological Process	GO:0071276	cellular response to cadmium ion	HMP
CNAG_02490	Biological Process	GO:0072703	cellular response to methyl methanesulfonate	HMP
CNAG_02490	Biological Process	GO:0072711	cellular response to hydroxyurea	HMP
CNAG_02490	Biological Process	GO:0072721	cellular response to dithiothreitol	HMP
CNAG_02490	Biological Process	GO:0072736	cellular response to tert-butyl hydroperoxide	HMP
CNAG_02490	Biological Process	GO:0072738	cellular response to diamide	HMP
CNAG_02490	Biological Process	GO:1904577	cellular response to tunicamycin	HMP
CNAG_02491	Cellular Component	GO:0005634	nucleus	IEA
CNAG_02491	Biological Process	GO:0006281	DNA repair	IEA
CNAG_02491	Biological Process	GO:0006310	DNA recombination	IEA
CNAG_02491	Cellular Component	GO:0030915	Smc5-Smc6 complex	IEA
CNAG_02492	Biological Process	GO:0000413	protein peptidyl-prolyl isomerization	IEA
CNAG_02492	Molecular Function	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	IEA
CNAG_02492	Biological Process	GO:0006457	protein folding	IEA
CNAG_02493	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_02494	Molecular Function	GO:0004185	serine-type carboxypeptidase activity	IEA
CNAG_02494	Biological Process	GO:0006508	proteolysis	IEA
CNAG_02494	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_02496	Molecular Function	GO:0015035	protein-disulfide reductase activity	IEA
CNAG_02498	Molecular Function	GO:0005515	protein binding	IEA
CNAG_02500	Molecular Function	GO:0005509	calcium ion binding	IEA
CNAG_02500	Molecular Function	GO:0005515	protein binding	IEA
CNAG_02500	Cellular Component	GO:0005783	endoplasmic reticulum	IEA
CNAG_02500	Biological Process	GO:0006457	protein folding	IEA
CNAG_02500	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_02500	Molecular Function	GO:0051082	unfolded protein binding	IEA
CNAG_02500	Cellular Component	GO:1903561	extracellular vesicle	HDA
CNAG_02501	Molecular Function	GO:0004864	protein phosphatase inhibitor activity	IEA
CNAG_02501	Biological Process	GO:0009966	regulation of signal transduction	IEA
CNAG_02501	Biological Process	GO:0043666	regulation of phosphoprotein phosphatase activity	IEA
CNAG_02502	Molecular Function	GO:0003676	nucleic acid binding	IEA
CNAG_02502	Molecular Function	GO:0004386	helicase activity	IEA
CNAG_02502	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_02503	Molecular Function	GO:0004602	glutathione peroxidase activity	IEA
CNAG_02503	Biological Process	GO:0006979	response to oxidative stress	IEA
CNAG_02503	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_02504	Cellular Component	GO:0005789	endoplasmic reticulum membrane	IEA
CNAG_02506	Molecular Function	GO:0008686	"3,4-dihydroxy-2-butanone-4-phosphate synthase activity"	IEA
CNAG_02506	Biological Process	GO:0009231	riboflavin biosynthetic process	NAS
CNAG_02506	Biological Process	GO:0009231	riboflavin biosynthetic process	IEA
CNAG_02506	Molecular Function	GO:0046872	metal ion binding	IEA
CNAG_02507	Biological Process	GO:0001732	formation of cytoplasmic translation initiation complex	IEA
CNAG_02507	Molecular Function	GO:0003743	translation initiation factor activity	IEA
CNAG_02507	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_02507	Cellular Component	GO:0005852	eukaryotic translation initiation factor 3 complex	IEA
CNAG_02507	Cellular Component	GO:0016282	eukaryotic 43S preinitiation complex	IEA
CNAG_02507	Cellular Component	GO:0033290	eukaryotic 48S preinitiation complex	IEA
CNAG_02508	Molecular Function	GO:0008080	N-acetyltransferase activity	IEA
CNAG_02509	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_02510	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_02510	Biological Process	GO:0034605	cellular response to heat	HMP
CNAG_02510	Biological Process	GO:0071472	cellular response to salt stress	HMP
CNAG_02511	Molecular Function	GO:0004672	protein kinase activity	IEA
CNAG_02511	Molecular Function	GO:0004707	MAP kinase activity	IEA
CNAG_02511	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_02511	Biological Process	GO:0006468	protein phosphorylation	IEA
CNAG_02511	Biological Process	GO:0007618	mating	HMP
CNAG_02511	Biological Process	GO:0048023	positive regulation of melanin biosynthetic process	HMP
CNAG_02511	Biological Process	GO:0071472	cellular response to salt stress	HMP
CNAG_02511	Biological Process	GO:0072709	cellular response to sorbitol	HMP
CNAG_02512	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_02512	Cellular Component	GO:0005634	nucleus	IEA
CNAG_02512	Molecular Function	GO:0016787	hydrolase activity	IEA
CNAG_02512	Molecular Function	GO:0046872	metal ion binding	IEA
CNAG_02515	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_02515	Biological Process	GO:0006629	lipid metabolic process	IEA
CNAG_02515	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_02515	Molecular Function	GO:0019888	protein phosphatase regulator activity	IEA
CNAG_02515	Cellular Component	GO:0031965	nuclear membrane	IEA
CNAG_02515	Biological Process	GO:0035307	positive regulation of protein dephosphorylation	IEA
CNAG_02515	Cellular Component	GO:0071595	Nem1-Spo7 phosphatase complex	IEA
CNAG_02516	Molecular Function	GO:0046983	protein dimerization activity	IEA
CNAG_02519	Biological Process	GO:0000266	mitochondrial fission	IEA
CNAG_02519	Molecular Function	GO:0005515	protein binding	IEA
CNAG_02519	Cellular Component	GO:0005741	mitochondrial outer membrane	IEA
CNAG_02519	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_02520	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_02520	Molecular Function	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	IEA
CNAG_02520	Cellular Component	GO:0005666	RNA polymerase III complex	IEA
CNAG_02520	Biological Process	GO:0006383	transcription by RNA polymerase III	IEA
CNAG_02522	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_02523	Biological Process	GO:0007165	signal transduction	IEA
CNAG_02524	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_02525	Molecular Function	GO:0000981	"DNA-binding transcription factor activity, RNA polymerase II-specific"	IEA
CNAG_02525	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_02525	Cellular Component	GO:0005634	nucleus	IEA
CNAG_02525	Biological Process	GO:0006351	"transcription, DNA-templated"	IEA
CNAG_02525	Biological Process	GO:0006355	"regulation of transcription, DNA-templated"	IEA
CNAG_02525	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_02525	Cellular Component	GO:0042025	host cell nucleus	IEA
CNAG_02526	Biological Process	GO:0034605	cellular response to heat	HMP
CNAG_02526	Biological Process	GO:0071472	cellular response to salt stress	HMP
